门店编号,门店名称,电表编号,抄表日期,抄表时间,读数,单位,时区,开门时间,关门时间,抄表员,是否修正,原值
S002,国贸店,M004,2024-06-12,22:00:00,4153.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-13,08:00:00,4156.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-13,12:00:00,4159.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-13,18:00:00,4167.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-13,22:00:00,4165.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-14,08:00:00,4168.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-14,12:00:00,4171.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-14,18:00:00,4179.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-14,22:00:00,4177.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-15,08:00:00,4180.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-15,12:00:00,4183.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-15,18:00:00,4191.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-15,22:00:00,4189.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S003,望京店,M005,2024-06-01,08:00:00,12012.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-01,12:00:00,12015.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-01,18:00:00,12023.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-01,22:00:00,12021.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-02,08:00:00,12024.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-02,12:00:00,12027.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-02,18:00:00,12035.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-02,22:00:00,12033.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-03,08:00:00,12036.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-03,12:00:00,12039.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-03,18:00:00,12047.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-03,22:00:00,12045.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-04,08:00:00,12048.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-04,12:00:00,12051.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-04,18:00:00,12059.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-04,22:00:00,12057.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-05,08:00:00,12060.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-05,12:00:00,12063.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-05,18:00:00,12071.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-05,22:00:00,12069.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-06,08:00:00,12072.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-06,12:00:00,12075.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-06,18:00:00,12083.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-06,22:00:00,12081.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-07,08:00:00,12084.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-07,12:00:00,12087.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-07,18:00:00,12095.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-07,22:00:00,12093.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-08,08:00:00,12096.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-08,12:00:00,12099.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-08,18:00:00,12107.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-08,22:00:00,12105.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-09,08:00:00,12108.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-09,12:00:00,12111.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-09,18:00:00,12119.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-09,22:00:00,12117.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-10,08:00:00,12120.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-10,12:00:00,12123.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-10,18:00:00,12131.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-10,22:00:00,12129.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-11,08:00:00,12132.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-11,12:00:00,12135.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-11,18:00:00,12143.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-11,22:00:00,12141.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-12,08:00:00,12144.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-12,12:00:00,12147.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-12,18:00:00,12155.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-12,22:00:00,12153.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-13,08:00:00,12156.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-13,12:00:00,12159.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-13,18:00:00,12167.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-13,22:00:00,12165.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-14,08:00:00,12168.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-14,12:00:00,12171.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-14,18:00:00,12179.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-14,22:00:00,12177.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-15,08:00:00,12180.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-15,12:00:00,12183.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-15,18:00:00,12191.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M005,2024-06-15,22:00:00,12189.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-01,08:00:00,6012.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-01,12:00:00,6015.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-01,18:00:00,6023.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-01,22:00:00,6021.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-02,08:00:00,6024.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-02,12:00:00,6027.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-02,18:00:00,6035.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-02,22:00:00,6033.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-03,08:00:00,6036.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-03,12:00:00,6039.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-03,18:00:00,6047.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-03,22:00:00,6045.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-04,08:00:00,6048.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-04,12:00:00,6051.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-04,18:00:00,6059.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-04,22:00:00,6057.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-05,08:00:00,6060.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-05,12:00:00,6063.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-05,18:00:00,6071.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-05,22:00:00,6069.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-06,08:00:00,6072.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-06,12:00:00,6075.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-06,18:00:00,6083.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-06,22:00:00,6081.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-07,08:00:00,6084.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-07,12:00:00,6087.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-07,18:00:00,6095.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-07,22:00:00,6093.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-08,08:00:00,6096.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-08,12:00:00,6099.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-08,18:00:00,6107.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-08,22:00:00,6105.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-09,08:00:00,6108.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-09,12:00:00,6111.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-09,18:00:00,6119.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-09,22:00:00,6117.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-10,08:00:00,6120.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-10,12:00:00,6123.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-10,18:00:00,6131.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-10,22:00:00,6129.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-11,08:00:00,6132.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-11,12:00:00,6135.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-11,18:00:00,6143.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-11,22:00:00,6141.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-12,08:00:00,6144.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-12,12:00:00,6147.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-12,18:00:00,6155.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-12,22:00:00,6153.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-13,08:00:00,6156.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-13,12:00:00,6159.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-13,18:00:00,6167.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-13,22:00:00,6165.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-14,08:00:00,6168.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-14,12:00:00,6171.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-14,18:00:00,6179.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-14,22:00:00,6177.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-15,08:00:00,6180.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-15,12:00:00,6183.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-15,18:00:00,6191.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
S003,望京店,M006,2024-06-15,22:00:00,6189.0,kWh,Asia/Shanghai,08:30:00,21:30:00,张三,否,
