store_id,store_name,meter_id,reading_date,reading_time,reading_value,reading_unit,timezone,opening_time,closing_time,operator
S002,国贸店,M004,2024-06-12,22:00,4153,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-12,08:00,12144,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-12,12:00,12147,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-12,18:00,12155,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-12,22:00,12153,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-12,08:00,6144,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-12,12:00,6147,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-12,18:00,6155,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-12,22:00,6153,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-13,08:00,10156,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-13,12:00,10159,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-13,18:00,10167,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-13,22:00,10165,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-13,08:00,5156,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-13,12:00,5159,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-13,18:00,5167,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-13,22:00,5165,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-13,08:00,8156,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-13,12:00,8159,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-13,18:00,8167,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-13,22:00,8165,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-13,08:00,4156,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-13,12:00,4159,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-13,18:00,4167,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-13,22:00,4165,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-13,08:00,12156,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-13,12:00,12159,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-13,18:00,12167,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-13,22:00,12165,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-13,08:00,6156,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-13,12:00,6159,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-13,18:00,6167,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-13,22:00,6165,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-14,08:00,10168,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-14,12:00,10171,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-14,18:00,10179,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-14,22:00,10177,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-14,08:00,5168,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-14,12:00,5171,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-14,18:00,5179,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-14,22:00,5177,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-14,08:00,8168,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-14,12:00,8171,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-14,18:00,8179,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-14,22:00,8177,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-14,08:00,4168,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-14,12:00,4171,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-14,18:00,4179,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-14,22:00,4177,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-14,08:00,12168,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-14,12:00,12171,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-14,18:00,12179,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-14,22:00,12177,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-14,08:00,6168,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-14,12:00,6171,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-14,18:00,6179,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-14,22:00,6177,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-15,08:00,10180,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-15,12:00,10183,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-15,18:00,10191,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-15,22:00,10189,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-15,08:00,5180,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-15,12:00,5183,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-15,18:00,5191,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-15,22:00,5189,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-15,08:00,8180,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-15,12:00,8183,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-15,18:00,8191,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-15,22:00,8189,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-15,08:00,4180,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-15,12:00,4183,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-15,18:00,4191,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-15,22:00,4189,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-15,08:00,12180,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-15,12:00,12183,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-15,18:00,12191,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-15,22:00,12189,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-15,08:00,6180,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-15,12:00,6183,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-15,18:00,6191,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-15,22:00,6189,kWh,Asia/Shanghai,08:30,21:30,张三
